,filedir,name,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var
0,/Users/amineelblidi/Documents/Data-Science-II/Web Application/media/documents/Red_Hot_Chili_Peppers_-_By_The_Way_R94wFtB.mp3,Red Hot Chili Peppers - By The Way.mp3,0.40985733,0.08822004,0.22849445,0.0049942657,2190.263799687756,605682.1744990447,2167.6143882367173,274165.02854371397,4444.72929775028,2636508.455438816,0.10632037668720658,0.0024738418213188073,-5.512926e-07,0.031021578,-39.99357109600623,188.03380983913945,123.046875,-47.851585,11606.415,96.70246,1269.2367,-22.78828,365.4508,33.658966,193.85382,5.5356417,205.79012,19.867517,164.37514,-4.898795,121.06246,12.034007,71.53811,-8.265091,112.328545,7.838731,81.768875,-3.2714355,66.37939,5.025059,92.19014,-9.577805,64.86542,-0.6092849,84.4399,-9.073361,53.685352,4.160214,74.66919,-11.733363,50.87723,2.3569603,56.970882,-5.3582754,39.99864,2.601837,56.683132
