,name,name_v,filedir,start,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var
10,The Cranberries - 2001 - Bury The Hatchet Complete Sess. - CD1 - 04 - You And Me.mp3,The Cranberries - 2001 - Bury The Hatchet Complete Sess. - CD1 - 04 - You And Me.mp3.10,C:\Users\carst\Documents\GitHub\Data-Science-II\Web Application\media\documents\The_Cranberries_-_2001_-_Bury_The_Hatchet_Complete_Sess._-_CD1_-_04_-_You_And__aIX5i5N.mp3,83,66150,0.39017123,0.079852894,0.20001546,0.0020374537,2140.034449346696,225911.85626471977,2520.867519258187,113025.69424954375,4967.6271409254805,1770144.7790448132,0.08721454326923077,0.0004829347486326681,-1.3922575e-05,0.025772614,-38.25411892311406,113.7141193710576,129.19921875,-63.73911,967.2378,96.825195,332.15204,4.330256,173.12296,32.148067,83.76238,11.481927,76.563324,23.120531,63.63998,-6.657745,51.967102,9.343369,42.897175,-10.631145,61.6863,5.2549853,44.70459,-7.768698,61.312134,2.319442,34.259712,-11.676339,22.28246,4.8690333,26.105759,-12.1393385,28.992199,5.4463067,20.563318,-13.379561,30.430601,0.97627187,30.609615,-15.981145,33.245148,-1.2988813,68.512184
11,The Cranberries - 2001 - Bury The Hatchet Complete Sess. - CD1 - 04 - You And Me.mp3,The Cranberries - 2001 - Bury The Hatchet Complete Sess. - CD1 - 04 - You And Me.mp3.11,C:\Users\carst\Documents\GitHub\Data-Science-II\Web Application\media\documents\The_Cranberries_-_2001_-_Bury_The_Hatchet_Complete_Sess._-_CD1_-_04_-_You_And__aIX5i5N.mp3,86,66150,0.40089178,0.07572932,0.19510435,0.0012440399,2122.2709517901235,201072.88431150376,2422.8546668111735,114002.08131525536,4720.1609450120195,1694032.2546564264,0.098095703125,0.0006164141801687387,-0.00010059828,0.024984095,-36.350605122234526,111.8536828835862,129.19921875,-55.961334,798.3041,98.47577,353.69403,-5.5323024,271.4449,32.86449,85.546524,14.420673,63.566,24.142271,43.141632,-4.984812,60.956276,8.122653,43.69397,-12.371954,48.16029,7.2178273,53.954945,-4.8303795,42.08675,5.667921,28.945202,-9.626817,24.5013,3.8500254,29.509087,-17.74955,35.456703,3.1118853,25.623287,-13.453702,31.720509,1.5482535,14.903256,-13.874627,36.244095,2.28639,42.359894
12,The Cranberries - 2001 - Bury The Hatchet Complete Sess. - CD1 - 04 - You And Me.mp3,The Cranberries - 2001 - Bury The Hatchet Complete Sess. - CD1 - 04 - You And Me.mp3.12,C:\Users\carst\Documents\GitHub\Data-Science-II\Web Application\media\documents\The_Cranberries_-_2001_-_Bury_The_Hatchet_Complete_Sess._-_CD1_-_04_-_You_And__aIX5i5N.mp3,89,66150,0.36545414,0.08185546,0.21041377,0.0014523376,2339.601809204404,250739.1678899616,2800.0477102103896,80191.4704925787,5745.555513822115,1475126.2039758752,0.07904146634615385,0.0008118703379433537,5.8522026e-05,0.030766271,-38.81282018958797,115.88059073838468,129.19921875,-61.032955,1167.8324,89.497345,284.86624,17.653807,108.47895,30.86969,70.38188,11.665506,75.22939,18.619823,79.57492,-7.691376,58.879776,6.5618277,39.160557,-3.0872972,73.6381,5.1450825,38.820698,-9.401937,37.17579,-0.81841797,39.023685,-12.769856,22.029568,6.5181837,23.899391,-8.311903,20.406235,3.385654,36.08085,-15.029533,22.376457,-2.284858,23.145306,-16.197044,47.190487,-2.371277,39.310574
13,The Cranberries - 2001 - Bury The Hatchet Complete Sess. - CD1 - 04 - You And Me.mp3,The Cranberries - 2001 - Bury The Hatchet Complete Sess. - CD1 - 04 - You And Me.mp3.13,C:\Users\carst\Documents\GitHub\Data-Science-II\Web Application\media\documents\The_Cranberries_-_2001_-_Bury_The_Hatchet_Complete_Sess._-_CD1_-_04_-_You_And__aIX5i5N.mp3,92,66150,0.34655276,0.0841835,0.19952986,0.0011553785,2561.6506418895183,364449.033082907,3047.13467657425,65146.063937389365,6473.046499399038,1699126.102777487,0.08453650841346154,0.0017335905972317126,-7.402635e-05,0.028296197,-39.16305812451795,115.51745521607107,129.19921875,-69.30844,632.9399,86.98896,328.8805,23.476257,145.53748,28.405203,44.235664,15.685453,91.33053,11.504241,125.682884,-0.35448346,69.01289,1.766435,88.47583,6.0192637,92.24776,0.9795675,59.04985,-6.843582,50.15081,1.2726141,35.697792,-14.405607,34.015617,5.266746,23.52643,-8.3148985,25.79575,1.7227961,45.10947,-18.264278,37.04816,-2.661441,40.001118,-13.1621065,47.702847,3.3774705,28.900959
14,The Cranberries - 2001 - Bury The Hatchet Complete Sess. - CD1 - 04 - You And Me.mp3,The Cranberries - 2001 - Bury The Hatchet Complete Sess. - CD1 - 04 - You And Me.mp3.14,C:\Users\carst\Documents\GitHub\Data-Science-II\Web Application\media\documents\The_Cranberries_-_2001_-_Bury_The_Hatchet_Complete_Sess._-_CD1_-_04_-_You_And__aIX5i5N.mp3,95,66150,0.34479985,0.07967747,0.19055076,0.0014280509,2681.5129082810763,465086.5046091469,3030.5351340715674,88237.51219793927,6508.162184495192,2128025.8716272884,0.09798302283653847,0.0019982095441874667,3.5885518e-05,0.025731001,-38.32402643741198,115.49785025033673,129.19921875,-67.158104,678.0279,82.27908,392.24332,23.443306,179.63377,30.801886,68.07019,18.49307,66.45445,13.541996,79.19615,-5.677128,66.22039,-1.049055,67.28752,4.4363923,44.676563,4.24024,56.39749,-9.005882,43.84803,3.6995628,34.038994,-14.642559,18.4293,6.6755686,33.627007,-9.34443,18.06546,0.8505147,19.93726,-15.330272,19.79291,-1.0574385,31.623241,-14.239893,36.74476,-0.6363117,62.471573
15,The Cranberries - 2001 - Bury The Hatchet Complete Sess. - CD1 - 04 - You And Me.mp3,The Cranberries - 2001 - Bury The Hatchet Complete Sess. - CD1 - 04 - You And Me.mp3.15,C:\Users\carst\Documents\GitHub\Data-Science-II\Web Application\media\documents\The_Cranberries_-_2001_-_Bury_The_Hatchet_Complete_Sess._-_CD1_-_04_-_You_And__aIX5i5N.mp3,98,66150,0.30916637,0.08352896,0.205755,0.0015385966,2643.135730186172,289332.2979929809,3082.544034174101,73631.2510911554,6794.967886117788,1751877.8631837056,0.08516376201923077,0.0009083336485913518,3.0014611e-05,0.029697476,-38.66229606577258,126.84539131640713,129.19921875,-66.631836,750.60626,84.37174,210.44249,21.687098,104.063866,29.41145,61.990078,19.8469,63.102222,6.0738525,96.73194,-6.1593957,75.56358,1.8491254,74.06806,2.8165405,57.23829,4.0530996,30.186794,-12.702315,28.464058,3.406607,25.474247,-20.544209,56.95816,9.381229,36.581837,-10.579282,37.7023,0.21726908,43.284824,-14.991346,64.2529,-2.2688453,87.8415,-14.396087,30.066578,3.6376681,43.536785
16,The Cranberries - 2001 - Bury The Hatchet Complete Sess. - CD1 - 04 - You And Me.mp3,The Cranberries - 2001 - Bury The Hatchet Complete Sess. - CD1 - 04 - You And Me.mp3.16,C:\Users\carst\Documents\GitHub\Data-Science-II\Web Application\media\documents\The_Cranberries_-_2001_-_Bury_The_Hatchet_Complete_Sess._-_CD1_-_04_-_You_And__aIX5i5N.mp3,101,66150,0.3716588,0.08293107,0.20699604,0.0010263848,2480.948275679075,242132.6027268506,2810.2963112192274,52968.03205389018,5778.020958533654,1566199.3123160312,0.10284329927884615,0.0010982706560891053,3.0327445e-05,0.027964184,-33.54504016308923,127.7438742497529,129.19921875,-43.733833,613.5851,90.56791,357.77148,10.161055,166.24628,34.090023,176.25555,13.715516,81.394684,3.2860224,107.3069,-4.6583824,81.59794,-7.043893,66.06421,-4.5403557,99.0935,6.2484837,73.97706,-13.4672,40.682896,7.1252117,38.795853,-21.07743,53.645386,6.0699697,46.79238,-8.938388,27.84996,-2.604774,49.057827,-13.704705,62.615845,5.7452693,59.725414,-10.280963,39.460693,10.668149,33.281002
17,The Cranberries - 2001 - Bury The Hatchet Complete Sess. - CD1 - 04 - You And Me.mp3,The Cranberries - 2001 - Bury The Hatchet Complete Sess. - CD1 - 04 - You And Me.mp3.17,C:\Users\carst\Documents\GitHub\Data-Science-II\Web Application\media\documents\The_Cranberries_-_2001_-_Bury_The_Hatchet_Complete_Sess._-_CD1_-_04_-_You_And__aIX5i5N.mp3,104,66150,0.3518126,0.08446211,0.20124212,0.0011880931,2863.148067399444,238390.6622424739,3162.160920613921,79648.56856405034,7298.844839242788,1580051.6832703315,0.09674353966346154,0.0005733467559137288,-3.1110263e-05,0.028326117,-38.12439375926653,122.04618220251841,129.19921875,-59.2542,662.49414,77.13935,203.02484,22.60175,91.76295,34.74751,96.38667,19.875618,55.698368,7.288224,98.4468,-3.8406208,83.99175,-2.4268064,91.77894,-0.9995915,50.34423,4.717454,51.81277,-10.264209,30.449831,6.5272574,29.231243,-23.69041,91.38164,10.895411,33.536995,-10.181643,22.391047,-2.5631824,32.04782,-12.172834,34.222176,-0.0736803,23.150568,-17.595345,39.115307,0.14606352,30.896917
18,The Cranberries - 2001 - Bury The Hatchet Complete Sess. - CD1 - 04 - You And Me.mp3,The Cranberries - 2001 - Bury The Hatchet Complete Sess. - CD1 - 04 - You And Me.mp3.18,C:\Users\carst\Documents\GitHub\Data-Science-II\Web Application\media\documents\The_Cranberries_-_2001_-_Bury_The_Hatchet_Complete_Sess._-_CD1_-_04_-_You_And__aIX5i5N.mp3,107,66150,0.35360932,0.08047768,0.1898775,0.0013814238,2895.085010532999,242695.01705680383,3135.0015250611605,61664.57584850759,7193.16650390625,1323369.4502468293,0.10554762620192308,0.0005604480004169531,1.8014018e-05,0.023371266,-36.37530005719128,114.41192370495746,129.19921875,-57.18358,768.6018,76.803696,208.60017,18.289547,147.48582,33.460075,105.972115,18.856142,73.697105,7.684467,119.271,-3.0937383,73.874756,-0.7611179,83.55386,-0.43767014,43.14922,7.019223,33.343872,-12.115221,34.27691,9.407649,29.643888,-17.878128,70.890274,8.95466,43.667213,-8.428431,33.77869,-0.84302074,23.355463,-15.493164,47.873272,-0.29041618,42.47137,-17.025707,44.695362,4.516591,47.5039
19,The Cranberries - 2001 - Bury The Hatchet Complete Sess. - CD1 - 04 - You And Me.mp3,The Cranberries - 2001 - Bury The Hatchet Complete Sess. - CD1 - 04 - You And Me.mp3.19,C:\Users\carst\Documents\GitHub\Data-Science-II\Web Application\media\documents\The_Cranberries_-_2001_-_Bury_The_Hatchet_Complete_Sess._-_CD1_-_04_-_You_And__aIX5i5N.mp3,110,66150,0.4090181,0.07695787,0.20152974,0.0012921436,2730.77089348384,214014.997465439,2920.8695732978244,65963.55293024328,6396.189528245192,1596065.6892942956,0.10835336538461539,0.000871634285830887,7.153945e-07,0.02611797,-36.952524080454815,113.96723558211167,129.19921875,-31.350142,656.8604,80.92822,224.57811,9.954782,103.022804,31.647867,38.425224,8.467121,59.419605,9.91865,92.29006,-6.2829003,45.6792,-2.4935708,84.94764,2.8394315,67.4482,6.3337708,44.378155,-2.3687468,57.281193,2.9069576,37.231323,-17.553143,38.62466,5.4100018,20.794165,-10.095342,35.762417,-2.1526423,24.032097,-14.03566,24.415636,0.35720074,16.348166,-14.338542,38.263626,2.24687,31.704912
